Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[individual]	Characteristics[developmental stage]	Characteristics[organism part]	Characteristics[sampling site]	Characteristics[karyotype]	Comment[additional information]	Characteristics[block]	Material Type	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[ORIENTATION]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Factor Value[developmental stage]	Factor Value[organism part]
HDBR623	ERS1221931	SAMEA4050821	Homo sapiens	1123	11 post conception weeks	telencephalon	left	unknown	slice 2 of 6	sequencing batch:FC2014_047	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR623	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR623_CGATGT_L004	sequencing assay	ERX1544657	HDBR623_CGATGT_L004_2.fq.gz	HDBR623_CGATGT_L004_2.fq.gz	ERR1473549	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/009/ERR1473549/ERR1473549_2.fastq.gz	200	101	11 post conception weeks	telencephalon
HDBR621	ERS1221932	SAMEA4050822	Homo sapiens	1123	11 post conception weeks	telencephalon	left	unknown	slice 3 of 6	sequencing batch:FC2014_047	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR621	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR621_GTTTCG_L003	sequencing assay	ERX1544658	HDBR621_GTTTCG_L003_1.fq.gz	HDBR621_GTTTCG_L003_1.fq.gz	ERR1473550	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/000/ERR1473550/ERR1473550_1.fastq.gz	200	101	11 post conception weeks	telencephalon
HDBR621	ERS1221932	SAMEA4050822	Homo sapiens	1123	11 post conception weeks	telencephalon	left	unknown	slice 3 of 6	sequencing batch:FC2014_047	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR621	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR621_GTTTCG_L003	sequencing assay	ERX1544658	HDBR621_GTTTCG_L003_2.fq.gz	HDBR621_GTTTCG_L003_2.fq.gz	ERR1473550	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/000/ERR1473550/ERR1473550_2.fastq.gz	200	101	11 post conception weeks	telencephalon
HDBR909	ERS1221933	SAMEA4050823	Homo sapiens	11666	12 post conception weeks	telencephalon	right	46, xy	slice 4 of 5	sequencing batch:FC2014_080	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR909	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR909_CAGATC_L001	sequencing assay	ERX1544659	HDBR909_CAGATC_L001_1.fq.gz	HDBR909_CAGATC_L001_1.fq.gz	ERR1473551	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/001/ERR1473551/ERR1473551_1.fastq.gz	200	101	12 post conception weeks	telencephalon
HDBR909	ERS1221933	SAMEA4050823	Homo sapiens	11666	12 post conception weeks	telencephalon	right	46, xy	slice 4 of 5	sequencing batch:FC2014_080	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR909	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR909_CAGATC_L001	sequencing assay	ERX1544659	HDBR909_CAGATC_L001_2.fq.gz	HDBR909_CAGATC_L001_2.fq.gz	ERR1473551	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/001/ERR1473551/ERR1473551_2.fastq.gz	200	101	12 post conception weeks	telencephalon
HDBR924	ERS1221934	SAMEA4050824	Homo sapiens	11666	12 post conception weeks	telencephalon	right	46, xy	slice 4 of 5	sequencing batch:FC2014_080	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR924	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR924_ACAGTG_L005	sequencing assay	ERX1544660	HDBR924_ACAGTG_L005_1.fq.gz	HDBR924_ACAGTG_L005_1.fq.gz	ERR1473552	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/002/ERR1473552/ERR1473552_1.fastq.gz	200	101	12 post conception weeks	telencephalon
HDBR924	ERS1221934	SAMEA4050824	Homo sapiens	11666	12 post conception weeks	telencephalon	right	46, xy	slice 4 of 5	sequencing batch:FC2014_080	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR924	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR924_ACAGTG_L005	sequencing assay	ERX1544660	HDBR924_ACAGTG_L005_2.fq.gz	HDBR924_ACAGTG_L005_2.fq.gz	ERR1473552	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/002/ERR1473552/ERR1473552_2.fastq.gz	200	101	12 post conception weeks	telencephalon
HDBR925	ERS1221935	SAMEA4050825	Homo sapiens	11666	12 post conception weeks	telencephalon	left	46, xy	slice 4 of 5	sequencing batch:FC2014_080	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR925	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR925_CCGTCC_L005	sequencing assay	ERX1544661	HDBR925_CCGTCC_L005_1.fq.gz	HDBR925_CCGTCC_L005_1.fq.gz	ERR1473553	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/003/ERR1473553/ERR1473553_1.fastq.gz	200	101	12 post conception weeks	telencephalon
HDBR925	ERS1221935	SAMEA4050825	Homo sapiens	11666	12 post conception weeks	telencephalon	left	46, xy	slice 4 of 5	sequencing batch:FC2014_080	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR925	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR925_CCGTCC_L005	sequencing assay	ERX1544661	HDBR925_CCGTCC_L005_2.fq.gz	HDBR925_CCGTCC_L005_2.fq.gz	ERR1473553	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/003/ERR1473553/ERR1473553_2.fastq.gz	200	101	12 post conception weeks	telencephalon
HDBR937	ERS1221936	SAMEA4050826	Homo sapiens	11653	10 post conception weeks	telencephalon	right	46, xy	slice 4 of 5	sequencing batch:FC2014_089	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR937	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR937_ACTGAT_L002	sequencing assay	ERX1544662	HDBR937_ACTGAT_L002_1.fq.gz	HDBR937_ACTGAT_L002_1.fq.gz	ERR1473554	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/004/ERR1473554/ERR1473554_1.fastq.gz	200	101	10 post conception weeks	telencephalon
HDBR937	ERS1221936	SAMEA4050826	Homo sapiens	11653	10 post conception weeks	telencephalon	right	46, xy	slice 4 of 5	sequencing batch:FC2014_089	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR937	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR937_ACTGAT_L002	sequencing assay	ERX1544662	HDBR937_ACTGAT_L002_2.fq.gz	HDBR937_ACTGAT_L002_2.fq.gz	ERR1473554	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/004/ERR1473554/ERR1473554_2.fastq.gz	200	101	10 post conception weeks	telencephalon
HDBR938	ERS1221937	SAMEA4050827	Homo sapiens	11683	12 post conception weeks	telencephalon	right	46, xx	slice 4 of 5	sequencing batch:FC2014_089	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR938	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR938_TTAGGC_L002	sequencing assay	ERX1544663	HDBR938_TTAGGC_L002_1.fq.gz	HDBR938_TTAGGC_L002_1.fq.gz	ERR1473555	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/005/ERR1473555/ERR1473555_1.fastq.gz	200	101	12 post conception weeks	telencephalon
HDBR938	ERS1221937	SAMEA4050827	Homo sapiens	11683	12 post conception weeks	telencephalon	right	46, xx	slice 4 of 5	sequencing batch:FC2014_089	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR938	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR938_TTAGGC_L002	sequencing assay	ERX1544663	HDBR938_TTAGGC_L002_2.fq.gz	HDBR938_TTAGGC_L002_2.fq.gz	ERR1473555	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/005/ERR1473555/ERR1473555_2.fastq.gz	200	101	12 post conception weeks	telencephalon
HDBR939	ERS1221938	SAMEA4050828	Homo sapiens	11683	12 post conception weeks	telencephalon	left	46, xx	slice 4 of 5	sequencing batch:FC2014_089	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR939	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR939_ATCACG_L002	sequencing assay	ERX1544664	HDBR939_ATCACG_L002_1.fq.gz	HDBR939_ATCACG_L002_1.fq.gz	ERR1473556	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/006/ERR1473556/ERR1473556_1.fastq.gz	200	101	12 post conception weeks	telencephalon
HDBR939	ERS1221938	SAMEA4050828	Homo sapiens	11683	12 post conception weeks	telencephalon	left	46, xx	slice 4 of 5	sequencing batch:FC2014_089	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR939	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR939_ATCACG_L002	sequencing assay	ERX1544664	HDBR939_ATCACG_L002_2.fq.gz	HDBR939_ATCACG_L002_2.fq.gz	ERR1473556	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/006/ERR1473556/ERR1473556_2.fastq.gz	200	101	12 post conception weeks	telencephalon
HDBR943	ERS1221939	SAMEA4050829	Homo sapiens	11653	10 post conception weeks	telencephalon	left	46, xy	slice 4 of 5	sequencing batch:FC2014_080	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR943	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR943_CGATGT_L008	sequencing assay	ERX1544665	HDBR943_CGATGT_L008_1.fq.gz	HDBR943_CGATGT_L008_1.fq.gz	ERR1473557	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/007/ERR1473557/ERR1473557_1.fastq.gz	200	101	10 post conception weeks	telencephalon
HDBR943	ERS1221939	SAMEA4050829	Homo sapiens	11653	10 post conception weeks	telencephalon	left	46, xy	slice 4 of 5	sequencing batch:FC2014_080	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR943	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR943_CGATGT_L008	sequencing assay	ERX1544665	HDBR943_CGATGT_L008_2.fq.gz	HDBR943_CGATGT_L008_2.fq.gz	ERR1473557	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/007/ERR1473557/ERR1473557_2.fastq.gz	200	101	10 post conception weeks	telencephalon
HDBR624	ERS1221940	SAMEA4050830	Homo sapiens	1123	11 post conception weeks	telencephalon	left	unknown	slice 4 of 6	sequencing batch:FC2014_047	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR624	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR624_GATCAG_L004	sequencing assay	ERX1544666	HDBR624_GATCAG_L004_1.fq.gz	HDBR624_GATCAG_L004_1.fq.gz	ERR1473558	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/008/ERR1473558/ERR1473558_1.fastq.gz	200	101	11 post conception weeks	telencephalon
HDBR624	ERS1221940	SAMEA4050830	Homo sapiens	1123	11 post conception weeks	telencephalon	left	unknown	slice 4 of 6	sequencing batch:FC2014_047	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR624	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR624_GATCAG_L004	sequencing assay	ERX1544666	HDBR624_GATCAG_L004_2.fq.gz	HDBR624_GATCAG_L004_2.fq.gz	ERR1473558	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/008/ERR1473558/ERR1473558_2.fastq.gz	200	101	11 post conception weeks	telencephalon
HDBR625	ERS1221941	SAMEA4050831	Homo sapiens	1123	11 post conception weeks	telencephalon	left	unknown	slice 5 of 6	sequencing batch:FC2014_047	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR625	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR625_AGTTCC_L004	sequencing assay	ERX1544667	HDBR625_AGTTCC_L004_1.fq.gz	HDBR625_AGTTCC_L004_1.fq.gz	ERR1473559	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/009/ERR1473559/ERR1473559_1.fastq.gz	200	101	11 post conception weeks	telencephalon
HDBR625	ERS1221941	SAMEA4050831	Homo sapiens	1123	11 post conception weeks	telencephalon	left	unknown	slice 5 of 6	sequencing batch:FC2014_047	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR625	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR625_AGTTCC_L004	sequencing assay	ERX1544667	HDBR625_AGTTCC_L004_2.fq.gz	HDBR625_AGTTCC_L004_2.fq.gz	ERR1473559	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/009/ERR1473559/ERR1473559_2.fastq.gz	200	101	11 post conception weeks	telencephalon
HDBR622	ERS1221942	SAMEA4050832	Homo sapiens	1123	11 post conception weeks	telencephalon	left	unknown	slice 6 of 6	sequencing batch:FC2014_047	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR622	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR622_ACTGAT_L003	sequencing assay	ERX1544668	HDBR622_ACTGAT_L003_1.fq.gz	HDBR622_ACTGAT_L003_1.fq.gz	ERR1473560	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/000/ERR1473560/ERR1473560_1.fastq.gz	200	101	11 post conception weeks	telencephalon
HDBR622	ERS1221942	SAMEA4050832	Homo sapiens	1123	11 post conception weeks	telencephalon	left	unknown	slice 6 of 6	sequencing batch:FC2014_047	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR622	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR622_ACTGAT_L003	sequencing assay	ERX1544668	HDBR622_ACTGAT_L003_2.fq.gz	HDBR622_ACTGAT_L003_2.fq.gz	ERR1473560	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/000/ERR1473560/ERR1473560_2.fastq.gz	200	101	11 post conception weeks	telencephalon
HDBR337	ERS1221943	SAMEA4050833	Homo sapiens	11820	9 post conception weeks	temporal lobe	left	46, xx	 	sequencing batch:FC2014_035	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR337	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR337_GTGGCC_L001	sequencing assay	ERX1544669	HDBR337_GTGGCC_L001_1.fq.gz	HDBR337_GTGGCC_L001_1.fq.gz	ERR1473561	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/001/ERR1473561/ERR1473561_1.fastq.gz	200	101	9 post conception weeks	temporal lobe
HDBR337	ERS1221943	SAMEA4050833	Homo sapiens	11820	9 post conception weeks	temporal lobe	left	46, xx	 	sequencing batch:FC2014_035	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR337	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR337_GTGGCC_L001	sequencing assay	ERX1544669	HDBR337_GTGGCC_L001_2.fq.gz	HDBR337_GTGGCC_L001_2.fq.gz	ERR1473561	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/001/ERR1473561/ERR1473561_2.fastq.gz	200	101	9 post conception weeks	temporal lobe
HDBR540	ERS1221944	SAMEA4050834	Homo sapiens	1117	15 post conception weeks	temporal lobe	left	unknown	 	sequencing batch:FC2014_054, FC2014_151	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR540	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR540_GATCAG_L007	sequencing assay	ERX1544670	HDBR540_GATCAG_L007_1.fq.gz	HDBR540_GATCAG_L007_1.fq.gz	ERR1473562	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/002/ERR1473562/ERR1473562_1.fastq.gz	200	101	15 post conception weeks	temporal lobe
HDBR540	ERS1221944	SAMEA4050834	Homo sapiens	1117	15 post conception weeks	temporal lobe	left	unknown	 	sequencing batch:FC2014_054, FC2014_151	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR540	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR540_GATCAG_L007	sequencing assay	ERX1544670	HDBR540_GATCAG_L007_2.fq.gz	HDBR540_GATCAG_L007_2.fq.gz	ERR1473562	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/002/ERR1473562/ERR1473562_2.fastq.gz	200	101	15 post conception weeks	temporal lobe
HDBR540	ERS1221944	SAMEA4050834	Homo sapiens	1117	15 post conception weeks	temporal lobe	left	unknown	 	sequencing batch:FC2014_054, FC2014_151	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR540	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR540_run2_CATCAG_L005	sequencing assay	ERX1544670	HDBR540_run2_CATCAG_L005_1.fq.gz	HDBR540_run2_CATCAG_L005_1.fq.gz	ERR1473563	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/003/ERR1473563/ERR1473563_1.fastq.gz	200	101	15 post conception weeks	temporal lobe
HDBR540	ERS1221944	SAMEA4050834	Homo sapiens	1117	15 post conception weeks	temporal lobe	left	unknown	 	sequencing batch:FC2014_054, FC2014_151	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR540	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR540_run2_CATCAG_L005	sequencing assay	ERX1544670	HDBR540_run2_CATCAG_L005_2.fq.gz	HDBR540_run2_CATCAG_L005_2.fq.gz	ERR1473563	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/003/ERR1473563/ERR1473563_2.fastq.gz	200	101	15 post conception weeks	temporal lobe
HDBR551	ERS1221945	SAMEA4050835	Homo sapiens	11900	14 post conception weeks	temporal lobe	right	46, xy	 	sequencing batch:FC2014_055	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR551	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR551_AGTTCC_L002	sequencing assay	ERX1544671	HDBR551_AGTTCC_L002_1.fq.gz	HDBR551_AGTTCC_L002_1.fq.gz	ERR1473564	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/004/ERR1473564/ERR1473564_1.fastq.gz	200	101	14 post conception weeks	temporal lobe
HDBR551	ERS1221945	SAMEA4050835	Homo sapiens	11900	14 post conception weeks	temporal lobe	right	46, xy	 	sequencing batch:FC2014_055	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR551	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR551_AGTTCC_L002	sequencing assay	ERX1544671	HDBR551_AGTTCC_L002_2.fq.gz	HDBR551_AGTTCC_L002_2.fq.gz	ERR1473564	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/004/ERR1473564/ERR1473564_2.fastq.gz	200	101	14 post conception weeks	temporal lobe
HDBR552	ERS1221946	SAMEA4050836	Homo sapiens	11900	14 post conception weeks	temporal lobe	 	46, xy	 	sequencing batch:FC2014_055	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR552	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR552_GCCAAT_L002	sequencing assay	ERX1544672	HDBR552_GCCAAT_L002_1.fq.gz	HDBR552_GCCAAT_L002_1.fq.gz	ERR1473565	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/005/ERR1473565/ERR1473565_1.fastq.gz	200	101	14 post conception weeks	temporal lobe
HDBR552	ERS1221946	SAMEA4050836	Homo sapiens	11900	14 post conception weeks	temporal lobe	 	46, xy	 	sequencing batch:FC2014_055	organism part	P-MTAB-50473	HDBR - www.HDBR.org	P-MTAB-50722	 HDBR - www.HDBR.org	P-MTAB-50723	AROS - arosab.com	P-MTAB-50724	HDBR552	PAIRED	RANDOM	TRANSCRIPTOMIC	first strand	RNA-Seq	100	50	5'-3'-3'-5'	P-MTAB-50725	AROS - arosab.com	HDBR552_GCCAAT_L002	sequencing assay	ERX1544672	HDBR552_GCCAAT_L002_2.fq.gz	HDBR552_GCCAAT_L002_2.fq.gz	ERR1473565	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/005/ERR1473565/ERR1473565_2.fastq.gz	200	101	14 post conception weeks	temporal lobe
